Transaction_ID,Date,Region,Product_Category,Product_Name,Units_Sold,Unit_Price,Sales_Target,Total_Sales,Cost,Profit,Target_Achieved
FF100470,2025-04-15,Thailand,Diamonds,Dragon Skin,283,199,138696,56317,26590.60518477713,29726.39481522287,No
FF100471,2025-04-16,Vietnam,Weapons,1000 Diamonds,114,49,114636,5586,3361.180844588237,2224.819155411763,No
FF100472,2025-04-17,Thailand,Characters,Dragon Skin,363,299,24994,108537,70312.37480004519,38224.62519995481,Yes
FF100473,2025-04-18,India,Characters,Elite Pass S1,40,99,24234,3960,2383.6334515225253,1576.3665484774747,No
FF100474,2025-04-19,Mexico,Weapons,M1014 Evo,486,299,89300,145314,94062.4982674776,51251.5017325224,Yes
FF100475,2025-04-20,Mexico,Elite Pass,Dragon Skin,417,99,63949,41283,21429.908229723347,19853.091770276653,No
FF100476,2025-04-21,Thailand,Skins,500 Diamonds,220,999,57405,219780,98218.60314671803,121561.39685328197,Yes
FF100477,2025-04-22,Indonesia,Elite Pass,Elite Pass S2,129,49,54872,6321,3927.776381550054,2393.223618449946,No
FF100478,2025-04-23,Philippines,Diamonds,Golden AK,8,299,62215,2392,1215.476504889579,1176.523495110421,No
FF100479,2025-04-24,Philippines,Weapons,Dragon Skin,101,299,43185,30199,18161.11229532837,12037.88770467163,No
FF100480,2025-04-25,Thailand,Elite Pass,Elite Pass S2,416,49,63442,20384,9808.641834006894,10575.358165993106,No
FF100481,2025-04-26,Brazil,Characters,Shadow Bundle,380,299,143263,113620,48216.79333202025,65403.20666797975,No
FF100482,2025-04-27,Brazil,Diamonds,Elite Pass S2,176,99,71759,17424,12158.023561373637,5265.976438626363,No
FF100483,2025-04-28,Philippines,Diamonds,Golden AK,107,299,61153,31993,14296.4064529671,17696.5935470329,No
FF100484,2025-04-29,Philippines,Elite Pass,Elite Pass S2,101,199,97535,20099,13999.482067301602,6099.517932698398,No
FF100485,2025-04-30,Mexico,Elite Pass,Elite Pass S1,260,999,122023,259740,180047.6069054427,79692.39309455731,Yes
FF100486,2025-05-01,Indonesia,Weapons,1000 Diamonds,478,499,22581,238522,152211.724534106,86310.275465894,Yes
FF100487,2025-05-02,India,Skins,Golden AK,454,99,71717,44946,26869.927336121236,18076.072663878764,No
FF100488,2025-05-03,Brazil,Elite Pass,1000 Diamonds,366,199,22763,72834,41758.79960939625,31075.20039060375,Yes
FF100489,2025-05-04,Philippines,Elite Pass,M1014 Evo,246,999,112910,245754,162155.9757548353,83598.0242451647,Yes
FF100490,2025-05-05,Mexico,Characters,1000 Diamonds,275,49,75480,13475,6560.05926614678,6914.94073385322,No
FF100491,2025-05-06,Vietnam,Diamonds,Shadow Bundle,32,99,58759,3168,1711.6842243456272,1456.3157756543728,No
FF100492,2025-05-07,Mexico,Skins,Elite Pass S1,137,499,96067,68363,40048.206942740646,28314.793057259354,No
FF100493,2025-05-08,Brazil,Characters,M1014 Evo,12,999,138094,11988,6274.005427417038,5713.994572582962,No
FF100494,2025-05-09,Brazil,Weapons,Elite Pass S2,395,499,45307,197105,104119.91526003867,92985.08473996133,Yes
FF100495,2025-05-10,Mexico,Weapons,Golden AK,302,49,116371,14798,7385.4657529087535,7412.5342470912465,No
FF100496,2025-05-11,India,Elite Pass,Shadow Bundle,375,49,31064,18375,10460.327889473503,7914.672110526497,No
FF100497,2025-05-12,Thailand,Elite Pass,Elite Pass S1,16,99,96848,1584,1037.793015712783,546.206984287217,No
FF100498,2025-05-13,Brazil,Weapons,M1014 Evo,129,299,57548,38571,17760.345320424447,20810.654679575553,No
FF100499,2025-05-14,Mexico,Elite Pass,M1014 Evo,63,49,56945,3087,2100.178437189562,986.8215628104381,No
FF100500,2025-05-15,Philippines,Skins,Shadow Bundle,109,999,67937,108891,66067.03311128954,42823.96688871046,Yes
FF100501,2025-05-16,Mexico,Elite Pass,500 Diamonds,375,299,26476,112125,72542.85269152452,39582.14730847548,Yes
FF100502,2025-05-17,Indonesia,Diamonds,Elite Pass S2,21,199,71756,4179,2368.8962713502456,1810.1037286497544,No
FF100503,2025-05-18,Thailand,Elite Pass,Shadow Bundle,158,499,110101,78842,49974.3967321028,28867.603267897197,No
FF100504,2025-05-19,Vietnam,Characters,M1014 Evo,269,299,22382,80431,32563.304247523207,47867.69575247679,Yes
FF100505,2025-05-20,India,Skins,Dragon Skin,162,499,69683,80838,52182.07103349842,28655.928966501582,Yes
FF100506,2025-05-21,Vietnam,Characters,Elite Pass S1,260,299,107999,77740,32032.118471588918,45707.88152841108,No
FF100507,2025-05-22,Thailand,Characters,Shadow Bundle,412,199,65276,81988,54683.86537037151,27304.13462962849,Yes
FF100508,2025-05-23,Thailand,Diamonds,500 Diamonds,102,49,53402,4998,3486.5489432096215,1511.4510567903785,No
FF100509,2025-05-24,Thailand,Skins,M1014 Evo,223,199,111881,44377,21665.74953070566,22711.25046929434,No
FF100510,2025-05-25,Vietnam,Skins,Elite Pass S2,59,49,130300,2891,1338.809283866669,1552.190716133331,No
FF100511,2025-05-26,Philippines,Skins,1000 Diamonds,247,49,46946,12103,7620.15783783216,4482.84216216784,No
FF100512,2025-05-27,Thailand,Skins,M1014 Evo,128,499,99698,63872,30397.189534177527,33474.81046582248,No
FF100513,2025-05-28,Mexico,Skins,Elite Pass S2,283,999,134690,282717,186499.56008498874,96217.43991501126,Yes
FF100514,2025-05-29,Vietnam,Diamonds,Shadow Bundle,325,199,132309,64675,27865.403394335444,36809.596605664556,No
FF100515,2025-05-30,Thailand,Elite Pass,Elite Pass S2,25,299,93933,7475,3272.454527880711,4202.545472119289,No
FF100516,2025-05-31,Mexico,Characters,Golden AK,131,199,42335,26069,18085.250566975385,7983.749433024615,No
FF100517,2025-06-01,Philippines,Skins,Golden AK,353,499,65095,176147,106067.21012406996,70079.78987593004,Yes
FF100518,2025-06-02,Indonesia,Elite Pass,Golden AK,196,49,99930,9604,6281.651471024698,3322.3485289753016,No
FF100519,2025-06-03,Philippines,Elite Pass,500 Diamonds,281,499,149974,140219,69730.74228885576,70488.25771114424,No
FF100520,2025-06-04,Thailand,Characters,500 Diamonds,404,99,47197,39996,24115.393213747826,15880.606786252174,No
FF100521,2025-06-05,Vietnam,Diamonds,Dragon Skin,418,99,147619,41382,23930.07458930531,17451.92541069469,No
FF100522,2025-06-06,Brazil,Weapons,500 Diamonds,154,299,42010,46046,26750.195129354364,19295.804870645636,Yes
FF100523,2025-06-07,Thailand,Weapons,1000 Diamonds,382,499,44123,190618,115278.09171164842,75339.90828835158,Yes
FF100524,2025-06-08,Brazil,Elite Pass,Shadow Bundle,133,299,107923,39767,22770.89247134746,16996.10752865254,No
FF100525,2025-06-09,Mexico,Characters,M1014 Evo,227,299,22890,67873,35885.72505750396,31987.274942496042,Yes
FF100526,2025-06-10,Indonesia,Weapons,M1014 Evo,189,99,113305,18711,9033.236860366324,9677.763139633676,No
FF100527,2025-06-11,India,Elite Pass,Dragon Skin,476,299,129162,142324,89745.87080226716,52578.12919773284,Yes
FF100528,2025-06-12,Philippines,Diamonds,500 Diamonds,477,99,140927,47223,22094.778888612138,25128.221111387862,No
FF100529,2025-06-13,Indonesia,Weapons,1000 Diamonds,265,49,28026,12985,7891.066199624521,5093.933800375479,No
FF100530,2025-06-14,Thailand,Elite Pass,Elite Pass S2,372,499,84925,185628,87245.13156082477,98382.86843917523,Yes
FF100531,2025-06-15,Brazil,Elite Pass,Dragon Skin,486,299,88842,145314,85386.36849502845,59927.63150497155,Yes
FF100532,2025-06-16,Philippines,Skins,1000 Diamonds,434,99,53665,42966,26816.089447639755,16149.910552360245,No
FF100533,2025-06-17,Brazil,Diamonds,Elite Pass S2,134,199,29277,26666,12416.067368474532,14249.932631525468,No
FF100534,2025-06-18,Vietnam,Skins,1000 Diamonds,211,299,62239,63089,26370.128872411722,36718.87112758828,Yes
FF100535,2025-06-19,Brazil,Characters,Elite Pass S2,60,999,67664,59940,26331.16984652124,33608.83015347876,No
FF100536,2025-06-20,Vietnam,Skins,Elite Pass S1,428,49,68008,20972,12201.490519282383,8770.509480717617,No
FF100537,2025-06-21,Mexico,Skins,1000 Diamonds,377,49,34683,18473,12096.747038662403,6376.252961337597,No
FF100538,2025-06-22,Philippines,Weapons,M1014 Evo,395,199,20670,78605,32503.092539963163,46101.90746003683,Yes
FF100539,2025-06-23,Philippines,Elite Pass,Golden AK,450,99,109211,44550,27631.931577091604,16918.068422908396,No
FF100540,2025-06-24,India,Diamonds,500 Diamonds,431,299,37889,128869,64743.21777548118,64125.78222451882,Yes
FF100541,2025-06-25,Thailand,Skins,Elite Pass S2,364,99,75612,36036,19587.674501525973,16448.325498474027,No
FF100542,2025-06-26,Vietnam,Diamonds,Elite Pass S1,364,49,64535,17836,12104.541679313652,5731.458320686348,No
FF100543,2025-06-27,India,Skins,1000 Diamonds,457,99,98542,45243,22603.01603662916,22639.98396337084,No
FF100544,2025-06-28,Brazil,Characters,M1014 Evo,213,49,74319,10437,5631.816473857925,4805.183526142075,No
FF100545,2025-06-29,Brazil,Skins,Golden AK,216,99,134072,21384,8641.375427172721,12742.624572827279,No
FF100546,2025-06-30,India,Weapons,Elite Pass S2,226,199,112067,44974,19090.54625004928,25883.45374995072,No
FF100547,2025-07-01,Philippines,Elite Pass,1000 Diamonds,470,499,41639,234530,112006.24576065227,122523.75423934773,Yes
FF100548,2025-07-02,Brazil,Characters,1000 Diamonds,131,199,84712,26069,10645.424019789378,15423.575980210622,No
FF100549,2025-07-03,Mexico,Skins,Elite Pass S2,76,199,36633,15124,8914.276129346124,6209.723870653876,No
FF100550,2025-07-04,Mexico,Diamonds,Dragon Skin,476,499,141145,237524,125393.55299028457,112130.44700971543,Yes
FF100551,2025-07-05,India,Characters,Dragon Skin,286,499,54660,142714,80553.99833863808,62160.00166136192,Yes
FF100552,2025-07-06,Vietnam,Characters,M1014 Evo,474,299,88975,141726,64116.01412050296,77609.98587949705,Yes
FF100553,2025-07-07,Vietnam,Skins,Golden AK,496,299,52172,148304,72487.97110807037,75816.02889192963,Yes
FF100554,2025-07-08,India,Characters,Elite Pass S2,277,199,79197,55123,33026.798958192034,22096.201041807966,No
FF100555,2025-07-09,Vietnam,Diamonds,M1014 Evo,156,199,121158,31044,21407.657325714637,9636.342674285363,No
FF100556,2025-07-10,Philippines,Characters,M1014 Evo,248,49,78847,12152,5044.599389844214,7107.400610155786,No
FF100557,2025-07-11,Philippines,Diamonds,Shadow Bundle,218,49,31577,10682,7126.125594612786,3555.874405387214,No
FF100558,2025-07-12,Vietnam,Skins,1000 Diamonds,190,299,97299,56810,32555.786313946923,24254.213686053077,No
FF100559,2025-07-13,Mexico,Elite Pass,500 Diamonds,417,999,40176,416583,237108.9914633274,179474.0085366726,Yes
FF100560,2025-07-14,Vietnam,Characters,1000 Diamonds,469,999,64386,468531,257731.20071382815,210799.79928617185,Yes
FF100561,2025-07-15,Philippines,Elite Pass,Dragon Skin,163,299,83972,48737,20509.417869413657,28227.582130586343,No
FF100562,2025-07-16,Indonesia,Diamonds,Golden AK,180,49,140018,8820,3765.8141496938815,5054.1858503061185,No
FF100563,2025-07-17,Thailand,Characters,1000 Diamonds,34,49,109791,1666,966.7358204284112,699.2641795715888,No
FF100564,2025-07-18,Brazil,Weapons,Elite Pass S2,41,999,61003,40959,20573.19663822871,20385.80336177129,No
FF100565,2025-07-19,Indonesia,Elite Pass,M1014 Evo,307,99,39996,30393,20520.75850424863,9872.241495751368,No
FF100566,2025-07-20,Vietnam,Characters,Elite Pass S2,431,99,120922,42669,22272.243491577396,20396.756508422604,No
FF100567,2025-07-21,Mexico,Elite Pass,Shadow Bundle,338,49,106598,16562,7336.708255709942,9225.291744290058,No
FF100568,2025-07-22,India,Characters,Golden AK,314,99,55931,31086,19099.724897473287,11986.275102526713,No
FF100569,2025-07-23,Vietnam,Skins,M1014 Evo,75,499,144168,37425,18263.62553922894,19161.37446077106,No
FF100570,2025-07-24,Mexico,Elite Pass,Elite Pass S2,441,299,55710,131859,73529.99677729221,58329.00322270779,Yes
FF100571,2025-07-25,Thailand,Weapons,Dragon Skin,279,299,143099,83421,50832.572639888036,32588.427360111964,No
FF100572,2025-07-26,Vietnam,Weapons,500 Diamonds,176,49,54693,8624,5778.763308501997,2845.236691498003,No
FF100573,2025-07-27,Philippines,Diamonds,Shadow Bundle,384,199,55740,76416,48727.22470258946,27688.77529741054,Yes
FF100574,2025-07-28,India,Characters,Golden AK,150,999,97241,149850,90345.8118062183,59504.188193781694,Yes
FF100575,2025-07-29,Mexico,Elite Pass,Shadow Bundle,273,49,128944,13377,8078.2359242699495,5298.7640757300505,No
FF100576,2025-07-30,Mexico,Diamonds,Dragon Skin,325,99,113583,32175,22000.537626519716,10174.462373480284,No
FF100577,2025-07-31,Mexico,Elite Pass,Golden AK,108,999,96502,107892,52731.91605812888,55160.08394187112,Yes
FF100578,2025-08-01,Thailand,Characters,Shadow Bundle,139,199,37374,27661,11073.628491268224,16587.371508731776,No
FF100579,2025-08-02,Vietnam,Weapons,Elite Pass S1,350,99,96674,34650,16686.967644944278,17963.032355055722,No
FF100580,2025-08-03,Thailand,Skins,Dragon Skin,271,499,136500,135229,62931.17001266349,72297.8299873365,No
FF100581,2025-08-04,Brazil,Weapons,Dragon Skin,347,99,101471,34353,20562.001050726354,13790.998949273646,No
FF100582,2025-08-05,Brazil,Diamonds,Dragon Skin,419,499,65913,209081,123381.51649717297,85699.48350282703,Yes
FF100583,2025-08-06,Vietnam,Skins,Elite Pass S1,289,999,143683,288711,166886.04877861906,121824.95122138094,Yes
FF100584,2025-08-07,Philippines,Diamonds,Elite Pass S1,212,499,86025,105788,42830.708411072505,62957.291588927495,Yes
FF100585,2025-08-08,Thailand,Characters,Elite Pass S2,381,999,64516,380619,235463.63229208527,145155.36770791473,Yes
FF100586,2025-08-09,India,Skins,M1014 Evo,272,999,107796,271728,135064.88157715727,136663.11842284273,Yes
FF100587,2025-08-10,Mexico,Diamonds,500 Diamonds,418,999,46069,417582,250347.4230004101,167234.5769995899,Yes
FF100588,2025-08-11,Mexico,Characters,Shadow Bundle,66,999,138333,65934,37382.832631458296,28551.167368541704,No
FF100589,2025-08-12,Vietnam,Weapons,Elite Pass S2,483,999,76233,482517,242618.84938340928,239898.15061659072,Yes
FF100590,2025-08-13,Philippines,Characters,Shadow Bundle,424,99,104811,41976,18485.092016388608,23490.907983611392,No
FF100591,2025-08-14,Brazil,Elite Pass,500 Diamonds,248,999,79049,247752,106118.54121995386,141633.45878004614,Yes
FF100592,2025-08-15,Brazil,Characters,M1014 Evo,156,99,121820,15444,10030.190740975553,5413.809259024447,No
FF100593,2025-08-16,Mexico,Characters,Elite Pass S1,47,999,138028,46953,31717.655938006617,15235.344061993383,No
FF100594,2025-08-17,Vietnam,Elite Pass,M1014 Evo,423,499,59178,211077,125577.39346406041,85499.60653593959,Yes
FF100595,2025-08-18,Thailand,Diamonds,Elite Pass S1,454,999,52821,453546,195492.03871755383,258053.96128244617,Yes
FF100596,2025-08-19,Brazil,Diamonds,500 Diamonds,201,199,71727,39999,20823.80599449382,19175.19400550618,No
FF100597,2025-08-20,Thailand,Characters,M1014 Evo,148,999,80935,147852,91473.33558418431,56378.664415815685,Yes
FF100598,2025-08-21,Philippines,Elite Pass,Elite Pass S2,124,999,36999,123876,78530.72754828936,45345.27245171064,Yes
FF100599,2025-08-22,Brazil,Elite Pass,Golden AK,1,499,82522,499,217.29732775697596,281.70267224302404,No
FF100600,2025-08-23,Brazil,Weapons,Elite Pass S2,456,299,58712,136344,54538.85649907645,81805.14350092356,Yes
FF100601,2025-08-24,Indonesia,Diamonds,Shadow Bundle,247,499,84551,123253,75633.10819477667,47619.891805223335,Yes
FF100602,2025-08-25,Brazil,Skins,Elite Pass S2,343,199,60172,68257,34604.855555287126,33652.144444712874,Yes
FF100603,2025-08-26,India,Diamonds,500 Diamonds,128,299,53722,38272,18230.652857108216,20041.347142891784,No
FF100604,2025-08-27,Vietnam,Diamonds,Dragon Skin,191,49,30625,9359,3779.812225928051,5579.187774071949,No
FF100605,2025-08-28,Vietnam,Weapons,Shadow Bundle,67,49,87165,3283,1845.340885719401,1437.659114280599,No
FF100606,2025-08-29,Thailand,Skins,M1014 Evo,4,199,96509,796,521.6547956197245,274.3452043802755,No
FF100607,2025-08-30,Philippines,Weapons,Shadow Bundle,442,499,26859,220558,151587.19619157683,68970.80380842317,Yes
FF100608,2025-08-31,Brazil,Skins,Golden AK,409,99,61609,40491,23068.67363858481,17422.32636141519,No
FF100609,2025-09-01,India,Characters,Elite Pass S1,303,199,63307,60297,33424.94240361972,26872.057596380277,No
FF100610,2025-09-02,Thailand,Skins,M1014 Evo,294,299,130986,87906,37405.48998684517,50500.51001315483,No
FF100611,2025-09-03,Indonesia,Weapons,1000 Diamonds,143,299,121582,42757,24143.24631266708,18613.75368733292,No
FF100612,2025-09-04,Thailand,Diamonds,Shadow Bundle,191,999,41839,190809,98074.6284234924,92734.3715765076,Yes
FF100613,2025-09-05,Thailand,Skins,M1014 Evo,21,49,47216,1029,599.0226612087602,429.97733879123984,No
FF100614,2025-09-06,Brazil,Skins,M1014 Evo,227,299,72953,67873,35064.40702282745,32808.59297717255,No
FF100615,2025-09-07,Indonesia,Elite Pass,M1014 Evo,313,199,104481,62287,29405.0534507059,32881.9465492941,No
FF100616,2025-09-08,Thailand,Diamonds,Elite Pass S1,117,299,80593,34983,14989.85106699429,19993.14893300571,No
FF100617,2025-09-09,India,Characters,1000 Diamonds,437,199,92075,86963,43001.07580903524,43961.92419096476,No
FF100618,2025-09-10,India,Weapons,500 Diamonds,302,99,69522,29898,12826.046176660566,17071.953823339434,No
FF100619,2025-09-11,Vietnam,Characters,Elite Pass S2,142,999,119161,141858,64271.47429499662,77586.52570500338,Yes
FF100620,2025-09-12,Indonesia,Diamonds,M1014 Evo,484,49,24886,23716,16511.099301061753,7204.900698938247,No
FF100621,2025-09-13,Indonesia,Skins,Dragon Skin,460,299,131249,137540,73340.60096508088,64199.399034919115,Yes
FF100622,2025-09-14,Vietnam,Skins,500 Diamonds,401,199,27485,79799,44652.450528600144,35146.549471399856,Yes
FF100623,2025-09-15,Thailand,Diamonds,Golden AK,39,499,51455,19461,12884.847056326484,6576.152943673516,No
FF100624,2025-09-16,Indonesia,Skins,Elite Pass S1,393,49,131984,19257,13454.301095024752,5802.698904975248,No
FF100625,2025-09-17,India,Skins,Shadow Bundle,355,99,36767,35145,20201.84979666565,14943.15020333435,No
FF100626,2025-09-18,India,Skins,Elite Pass S1,252,199,132701,50148,32282.381153316932,17865.618846683068,No
FF100627,2025-09-19,Brazil,Weapons,Shadow Bundle,333,999,48453,332667,165695.5469229026,166971.4530770974,Yes
FF100628,2025-09-20,Indonesia,Weapons,Elite Pass S1,207,999,96280,206793,101684.9130577193,105108.0869422807,Yes
FF100629,2025-09-21,Thailand,Elite Pass,Shadow Bundle,210,99,122638,20790,10827.663107843073,9962.336892156927,No
FF100630,2025-09-22,Vietnam,Characters,M1014 Evo,115,99,73442,11385,6850.948555661848,4534.051444338152,No
FF100631,2025-09-23,Vietnam,Diamonds,Elite Pass S2,225,999,71877,224775,135911.89108569446,88863.10891430554,Yes
FF100632,2025-09-24,Thailand,Diamonds,Shadow Bundle,134,299,32226,40066,19815.51495659947,20250.48504340053,Yes
FF100633,2025-09-25,Philippines,Diamonds,1000 Diamonds,251,299,113405,75049,33018.781478958954,42030.218521041046,No
FF100634,2025-09-26,Mexico,Elite Pass,Shadow Bundle,219,199,42588,43581,25700.538375906995,17880.461624093005,Yes
FF100635,2025-09-27,Brazil,Weapons,Dragon Skin,407,499,98976,203093,89055.82529885083,114037.17470114917,Yes
FF100636,2025-09-28,Vietnam,Elite Pass,Shadow Bundle,443,199,51709,88157,50562.24921439191,37594.75078560809,Yes
FF100637,2025-09-29,Indonesia,Diamonds,Dragon Skin,91,499,67788,45409,27609.88162387268,17799.11837612732,No
FF100638,2025-09-30,Brazil,Characters,Golden AK,354,99,108031,35046,21384.489150791986,13661.510849208014,No
FF100639,2025-10-01,Indonesia,Skins,M1014 Evo,376,49,57019,18424,11534.191050037722,6889.808949962278,No
FF100640,2025-10-02,Philippines,Weapons,Dragon Skin,46,199,64948,9154,6058.646543503627,3095.353456496373,No
FF100641,2025-10-03,India,Weapons,Elite Pass S2,38,199,85133,7562,4159.006969171319,3402.993030828681,No
FF100642,2025-10-04,Brazil,Elite Pass,500 Diamonds,142,499,134444,70858,43866.39912150591,26991.600878494093,No
FF100643,2025-10-05,Vietnam,Weapons,M1014 Evo,100,99,86458,9900,5798.943024036535,4101.056975963465,No
FF100644,2025-10-06,Brazil,Diamonds,Dragon Skin,328,99,137603,32472,14806.971637533105,17665.028362466895,No
FF100645,2025-10-07,Brazil,Diamonds,M1014 Evo,190,499,47526,94810,38654.690569020575,56155.309430979425,Yes
FF100646,2025-10-08,Brazil,Elite Pass,1000 Diamonds,35,99,93493,3465,1681.7807704111726,1783.2192295888274,No
FF100647,2025-10-09,Mexico,Diamonds,M1014 Evo,147,999,148585,146853,78259.44866303953,68593.55133696047,No
FF100648,2025-10-10,Brazil,Characters,M1014 Evo,30,299,72198,8970,5248.632096457513,3721.3679035424866,No
FF100649,2025-10-11,Indonesia,Elite Pass,Golden AK,334,999,134100,333666,218547.15899150475,115118.84100849525,Yes
FF100650,2025-10-12,India,Characters,Elite Pass S2,84,49,143854,4116,1888.7242109887734,2227.2757890112266,No
FF100651,2025-10-13,Philippines,Skins,Elite Pass S1,369,199,119534,73431,32138.17398661052,41292.82601338948,No
FF100652,2025-10-14,Thailand,Characters,Elite Pass S1,281,49,63395,13769,9487.446619032204,4281.553380967796,No
FF100653,2025-10-15,Brazil,Skins,Dragon Skin,424,199,44031,84376,36485.31032258312,47890.68967741688,Yes
FF100654,2025-10-16,Vietnam,Skins,M1014 Evo,344,299,95542,102856,55907.103252083514,46948.896747916486,Yes
FF100655,2025-10-17,Brazil,Characters,Dragon Skin,270,99,145814,26730,15387.635541193487,11342.364458806513,No
FF100656,2025-10-18,Vietnam,Elite Pass,Golden AK,154,999,57701,153846,86524.88674767772,67321.11325232228,Yes
FF100657,2025-10-19,Indonesia,Diamonds,Golden AK,102,499,132599,50898,21672.859418598826,29225.140581401174,No
FF100658,2025-10-20,Vietnam,Diamonds,Shadow Bundle,215,999,45939,214785,89588.55771728022,125196.44228271978,Yes
FF100659,2025-10-21,Thailand,Skins,1000 Diamonds,150,299,69145,44850,19359.279516488237,25490.720483511763,No
FF100660,2025-10-22,India,Skins,Golden AK,432,49,40324,21168,12185.916027664638,8982.083972335362,No
FF100661,2025-10-23,Vietnam,Elite Pass,Shadow Bundle,83,499,42867,41417,23330.3396633452,18086.6603366548,No
FF100662,2025-10-24,Vietnam,Weapons,Elite Pass S2,110,99,20203,10890,5119.631167584043,5770.368832415957,No
FF100663,2025-10-25,India,Characters,Dragon Skin,435,299,36544,130065,76911.62812774406,53153.37187225594,Yes
FF100664,2025-10-26,Thailand,Skins,500 Diamonds,387,499,35899,193113,124754.90865734177,68358.09134265823,Yes
FF100665,2025-10-27,Brazil,Diamonds,Elite Pass S2,426,299,49063,127374,52538.42352945001,74835.57647054999,Yes
FF100666,2025-10-28,Vietnam,Elite Pass,Golden AK,275,299,110880,82225,45177.62038247134,37047.37961752866,No
FF100667,2025-10-29,India,Characters,Elite Pass S2,201,99,23748,19899,12074.57636712943,7824.42363287057,No
FF100668,2025-10-30,Indonesia,Elite Pass,Elite Pass S2,284,199,125022,56516,26884.29826108113,29631.70173891887,No
FF100669,2025-10-31,India,Characters,1000 Diamonds,468,499,137269,233532,114975.10651647592,118556.89348352408,Yes
FF100670,2025-11-01,Indonesia,Characters,1000 Diamonds,173,99,86629,17127,10003.732909349754,7123.267090650246,No
FF100671,2025-11-02,Thailand,Skins,1000 Diamonds,327,299,100764,97773,65447.34823376234,32325.651766237657,No
FF100672,2025-11-03,Brazil,Elite Pass,Elite Pass S2,206,99,40884,20394,13112.879588297199,7281.120411702801,No
FF100673,2025-11-04,India,Elite Pass,Golden AK,63,199,45183,12537,7208.011067055444,5328.988932944556,No
FF100674,2025-11-05,Philippines,Diamonds,500 Diamonds,73,999,101570,72927,45146.66376326487,27780.33623673513,No
FF100675,2025-11-06,Philippines,Diamonds,M1014 Evo,251,499,91246,125249,63807.69487131697,61441.30512868303,Yes
FF100676,2025-11-07,Mexico,Skins,Elite Pass S2,124,199,128036,24676,14615.339611409485,10060.660388590515,No
FF100677,2025-11-08,Vietnam,Skins,Shadow Bundle,375,49,39259,18375,9919.826021090657,8455.173978909343,No
FF100678,2025-11-09,Thailand,Weapons,Golden AK,121,499,55959,60379,27592.04619495132,32786.95380504868,Yes
FF100679,2025-11-10,India,Diamonds,Elite Pass S2,275,199,136525,54725,33410.78811137987,21314.211888620128,No
FF100680,2025-11-11,Philippines,Characters,500 Diamonds,431,299,53457,128869,73060.9124051516,55808.0875948484,Yes
FF100681,2025-11-12,Vietnam,Elite Pass,M1014 Evo,398,499,105679,198602,100807.68902574414,97794.31097425586,Yes
FF100682,2025-11-13,Philippines,Skins,1000 Diamonds,120,499,145829,59880,40323.29721057252,19556.70278942748,No
FF100683,2025-11-14,India,Elite Pass,Golden AK,422,99,148216,41778,16973.575672369578,24804.424327630422,No
FF100684,2025-11-15,Indonesia,Elite Pass,Elite Pass S1,437,299,22103,130663,64643.16017851386,66019.83982148614,Yes
FF100685,2025-11-16,India,Weapons,M1014 Evo,317,49,85901,15533,6478.261625504055,9054.738374495944,No
FF100686,2025-11-17,Mexico,Diamonds,Shadow Bundle,164,999,132314,163836,103209.83081414594,60626.16918585406,Yes
FF100687,2025-11-18,India,Skins,Elite Pass S2,424,199,64535,84376,51522.70556449161,32853.29443550839,Yes
FF100688,2025-11-19,India,Elite Pass,500 Diamonds,465,99,36103,46035,22990.139816857907,23044.860183142093,Yes
FF100689,2025-11-20,Mexico,Skins,Elite Pass S1,286,199,118046,56914,34302.003524864005,22611.996475135995,No
FF100690,2025-11-21,Thailand,Characters,500 Diamonds,265,49,110012,12985,6736.373464646322,6248.626535353678,No
FF100691,2025-11-22,India,Weapons,Elite Pass S1,320,49,98278,15680,9829.41783485113,5850.5821651488695,No
FF100692,2025-11-23,Mexico,Characters,Golden AK,161,499,32391,80339,43082.19838418127,37256.80161581873,Yes
FF100693,2025-11-24,Vietnam,Skins,Elite Pass S1,376,49,122476,18424,9648.352511671183,8775.647488328817,No
FF100694,2025-11-25,Indonesia,Skins,Shadow Bundle,308,199,48901,61292,41704.239794032685,19587.760205967315,Yes
FF100695,2025-11-26,Indonesia,Diamonds,Shadow Bundle,89,299,140721,26611,12647.243118157427,13963.756881842573,No
FF100696,2025-11-27,India,Elite Pass,Dragon Skin,142,299,117537,42458,18517.385948472252,23940.614051527748,No
FF100697,2025-11-28,Thailand,Elite Pass,Shadow Bundle,203,499,101159,101297,58282.539123153,43014.460876847,Yes
FF100698,2025-11-29,Thailand,Characters,M1014 Evo,309,999,87914,308691,213242.67586674466,95448.32413325534,Yes
FF100699,2025-11-30,Vietnam,Weapons,Elite Pass S1,227,199,70357,45173,23189.63924050946,21983.36075949054,No
FF100700,2025-12-01,India,Elite Pass,Shadow Bundle,489,199,106908,97311,40735.45785164411,56575.54214835589,No
FF100701,2025-12-02,Indonesia,Diamonds,Golden AK,443,49,130335,21707,10892.389831246635,10814.610168753365,No
FF100702,2025-12-03,Thailand,Characters,500 Diamonds,334,199,58437,66466,36674.576000801135,29791.423999198865,Yes
FF100703,2025-12-04,India,Characters,1000 Diamonds,222,99,55503,21978,9858.823151928838,12119.176848071162,No
FF100704,2025-12-05,Philippines,Diamonds,500 Diamonds,41,999,116282,40959,24470.162624812754,16488.837375187246,No
